,symbol,strike,theoPrice,Calculated Put Price,Price Difference
14211,NYMEX:LO1240705P75.25,75.25,0.015339490763667585,0.016643406796349257,-0.001303916032681672
162,NYMEX:LO1240705P75.5,75.5,0.015340438970686932,0.016678182283594502,-0.0013377433129075703
8447,NYMEX:LO1240705P75.75,75.75,0.01533767590295887,0.016710951050177964,-0.0013732751472190947
8678,NYMEX:LO1240705P76,76.0,0.015331196437152972,0.016741870978871344,-0.0014106745417183722
5786,NYMEX:LO1240705P76.25,76.25,0.015321025772614849,0.016771154101388408,-0.001450128328773559
6086,NYMEX:LO1240705P76.5,76.5,0.015307226517709216,0.016799078264517393,-0.0014918517468081767
14017,NYMEX:LO1240705P76.75,76.75,0.015289907454048235,0.016826001566144617,-0.0015360941120963825
4396,NYMEX:LO1240705P77,77.0,0.015269234445509872,0.016852380342081214,-0.0015831458965713426
21404,NYMEX:LO1240705P77.25,77.25,0.015245444112610418,0.016878791745176425,-0.0016333476325660068
6121,NYMEX:LO1240705P77.5,77.5,0.015218861105733117,0.016905962320311312,-0.0016871012145781954
12330,NYMEX:LO1240705P77.75,77.75,0.015189920109030197,0.016934804488508697,-0.0017448843794784993
21862,NYMEX:LO1240705P78,78.0,0.015159194130542009,0.01696646357972652,-0.0018072694491845127
1785,NYMEX:LO1240705P78.25,78.25,0.01512743124415028,0.017002379104373543,-0.0018749478602232625
20053,NYMEX:LO1240705P78.5,78.5,0.015095602840909716,0.017044365495836152,-0.0019487626549264357
1585,NYMEX:LO1240705P78.75,78.75,0.015064967772716376,0.017094719858877307,-0.002029752086160932
21101,NYMEX:LO1240705P79,79.0,0.015037158776619597,0.017156367759381577,-0.0021192089827619803
19626,NYMEX:LO1240705P79.25,79.25,0.015014300661967184,0.017233063519316066,-0.002218762857348882
8443,NYMEX:LO1240705P79.5,79.5,0.014999174619684918,0.017329670084060646,-0.0023304954643757272
5249,NYMEX:LO1240705P79.75,79.75,0.015000820989632846,0.017458569535895592,-0.002457748546262746
16840,NYMEX:LO1240705P80,80.0,0.01499972635795066,0.01760084013785069,-0.0026011137799000286
1627,NYMEX:LO1240705P80.25,80.25,0.015000470304797009,0.017765193475170554,-0.0027647231703735453
495,NYMEX:LO1240705P80.5,80.5,0.015000476057083212,0.01795345799082133,-0.0029529819337381184
9863,NYMEX:LO1240705P80.75,80.75,0.015000552817755253,0.018172932486918335,-0.003172379669163082
21233,NYMEX:LO1240705P81,81.0,0.024999409464600664,0.02987676773083849,-0.004877358266237825
19737,NYMEX:LO1240705P81.25,81.25,0.03581658758136008,0.04251893599864537,-0.0067023484172852865
19524,NYMEX:LO1240705P81.5,81.5,0.045000519240104175,0.053440851066900795,-0.00844033182679662
12325,NYMEX:LO1240705P81.75,81.75,0.058557855524988156,0.06941741358647192,-0.010859558061483768
9754,NYMEX:LO1240705P82,82.0,0.07995392648334487,0.09427160505962665,-0.014317678576281773
600,NYMEX:LO1240705P82.25,82.25,0.11202036932008674,0.13100021332142703,-0.018979844001340285
10084,NYMEX:LO1240705P82.5,82.5,0.15783943279245705,0.18273568863068404,-0.024896255838226994
5299,NYMEX:LO1240705P82.75,82.75,0.22022340908834792,0.25218288524651106,-0.031959476158163136
13925,NYMEX:LO1240705P83,83.0,0.3012000996594715,0.34111673172756884,-0.03991663206809737
13750,NYMEX:LO2240712P45,45.0,0.009238554636374102,0.009456778595473536,-0.00021822395909943358
13041,NYMEX:LO2240712P47.5,47.5,0.009729903510480836,0.009977382181570028,-0.0002474786710891918
9936,NYMEX:LO2240712P50,50.0,0.010139772024269356,0.010418752418092562,-0.00027898039382320654
18164,NYMEX:LO2240712P52.5,52.5,0.010480874048617805,0.010794334343114245,-0.00031346029449643917
4872,NYMEX:LO2240712P55,55.0,0.01077234231878646,0.011124419877576473,-0.0003520775587900135
16036,NYMEX:LO2240712P57.5,57.5,0.011040908260489035,0.011437561247629822,-0.0003966529871407866
9071,NYMEX:LO2240712P60,60.0,0.011323552221547628,0.011773636510308418,-0.0004500842887607895
17257,NYMEX:LO2240712P62.5,62.5,0.011672994029967854,0.012190120232736839,-0.0005171262027689853
14797,NYMEX:LO2240712P65,65.0,0.012169046076429657,0.01277500039314136,-0.0006059543167117026
9135,NYMEX:LO2240712P67.5,67.5,0.012943136531135546,0.013674694228986229,-0.0007315576978506825
11626,NYMEX:LO2240712P68,68.0,0.013149408598171097,0.013912705261830083,-0.0007632966636589855
2046,NYMEX:LO2240712P68.5,68.5,0.013378394731405452,0.014176343815198512,-0.0007979490837930602
20820,NYMEX:LO2240712P69,69.0,0.01363322847698445,0.01446915245109081,-0.0008359239741063604
19713,NYMEX:LO2240712P69.5,69.5,0.013917556932730113,0.01479526076128474,-0.0008777038285546265
13179,NYMEX:LO2240712P70,70.0,0.014235649765165448,0.015159510711113143,-0.0009238609459476955
18654,NYMEX:LO2240712P70.5,70.5,0.01459253616773215,0.015567614270219169,-0.0009750781024870179
10362,NYMEX:LO2240712P71,71.0,0.014994178202660025,0.016026353126932284,-0.0010321749242722597
10063,NYMEX:LO2240712P71.5,71.5,0.015449951777895099,0.0165462194339254,-0.001096267656030301
3879,NYMEX:LO2240712P72,72.0,0.01598125445530041,0.01715056176615618,-0.0011693073108557696
15949,NYMEX:LO2240712P72.5,72.5,0.0166172869279696,0.01787124014381781,-0.0012539532158482095
9530,NYMEX:LO2240712P73,73.0,0.01739463973378108,0.018748287984328593,-0.0013536482505475123
1117,NYMEX:LO2240712P73.25,73.25,0.01785039690139245,0.019260890801937998,-0.0014104939005455466
15609,NYMEX:LO2240712P73.5,73.5,0.018359943825334457,0.019832833295598054,-0.001472889470263597
2056,NYMEX:LO2240712P73.75,73.75,0.018931302406366868,0.020472926213687247,-0.0015416238073203796
20273,NYMEX:LO2240712P74,74.0,0.01957368606009191,0.02119129297833599,-0.0016176069182440786
7944,NYMEX:LO2240712P74.25,74.25,0.020297722235563365,0.021999613299030222,-0.0017018910634668573
12739,NYMEX:LO2240712P74.5,74.5,0.02111572061051281,0.02291141639234041,-0.0017956957818275991
11021,NYMEX:LO2240712P74.75,74.75,0.02204199664193518,0.023942434203107873,-0.001900437561172693
11601,NYMEX:LO2240712P75,75.0,0.023093262201606235,0.02511102718207581,-0.0020177649804695753
5837,NYMEX:LO2240712P75.25,75.25,0.024289097466324128,0.026438697728200542,-0.0021496002618764144
21688,NYMEX:LO2240712P75.5,75.5,0.02565252110601879,0.027950709386575973,-0.0022981882805571847
1442,NYMEX:LO2240712P75.75,75.75,0.027210679150043715,0.029676833323727465,-0.0024661541736837496
14352,NYMEX:LO2240712P76,76.0,0.02899567671681469,0.031652247465717286,-0.0026565707489025966
21736,NYMEX:LO2240712P76.25,76.25,0.03104558102267596,0.03391861791099859,-0.002873036888322626
8651,NYMEX:LO2240712P76.5,76.5,0.03340562862473573,0.03652539666095399,-0.0031197680362182595
12540,NYMEX:LO2240712P76.75,76.75,0.03612967446702697,0.039531374057743034,-0.0034016995907160605
6476,NYMEX:LO2240712P77,77.0,0.03928192458744917,0.04300652810392309,-0.003724603516473919
4850,NYMEX:LO2240712P77.25,77.25,0.04293899766479514,0.047034215324762436,-0.004095217659967294
6585,NYMEX:LO2240712P77.5,77.5,0.047192361980047615,0.05171374794245095,-0.004521385962403333
33,NYMEX:LO2240712P77.75,77.75,0.0521511924636231,0.05716339835585639,-0.005012205892233293
1706,NYMEX:LO2240712P78,78.0,0.057945685434919625,0.06352386225223905,-0.005578176817319425
17132,NYMEX:LO2240712P78.25,78.25,0.06473085400188294,0.07096219358637106,-0.006231339584488113
4432,NYMEX:LO2240712P78.5,78.5,0.0726897523618577,0.0796750782342542,-0.006985325872396489
14838,NYMEX:LO2240712P78.75,78.75,0.08203367226936198,0.08988882893541415,-0.007855156666052174
19326,NYMEX:LO2240712P79,79.0,0.09300862540314014,0.10186600994748468,-0.008857384544344538
1144,NYMEX:LO2240712P79.25,79.25,0.10590086751708672,0.11591094240812923,-0.010010074891042511
10665,NYMEX:LO2240712P79.5,79.5,0.12104117310570306,0.1323737722613818,-0.011332599155678746
14042,NYMEX:LO2240712P79.75,79.75,0.13880864437780716,0.1516539273362438,-0.012845282958436649
6237,NYMEX:LO2240712P80,80.0,0.15963365211761982,0.17420253305017291,-0.014568880932553097
8762,NYMEX:LO2240712P80.25,80.25,0.18399942161091687,0.2005232781968262,-0.016523856585909324
8083,NYMEX:LO2240712P80.5,80.5,0.21244171156464553,0.23117116924067566,-0.018729457676030126
7704,NYMEX:LO2240712P80.75,80.75,0.2455460059577632,0.2667486023516809,-0.021202596393917694
7597,NYMEX:LO2240712P81,81.0,0.283941668380292,0.30789823723921145,-0.023956568858919447
16257,NYMEX:LO2240712P81.25,81.25,0.3282926149288592,0.35529229338038976,-0.026999678451530562
16376,NYMEX:LO2240712P81.5,81.5,0.37928425863387005,0.4096181176769532,-0.030333859043083167
20244,NYMEX:LO2240712P81.75,81.75,0.43760676787109176,0.4715601900772219,-0.033953422206130124
21620,NYMEX:LO2240712P82,82.0,0.5039266959065287,0.5417705685804324,-0.037843872673903656
4213,NYMEX:LO2240712P82.25,82.25,0.5788319228909771,0.6208128060564266,-0.04198088316544957
17288,NYMEX:LO2240712P82.5,82.5,0.6628302569542193,0.7091617647959162,-0.04633150784169693
15116,NYMEX:LO2240712P82.75,82.75,0.7563398978762166,0.8071952644134683,-0.050855366537251756
8146,NYMEX:LO2240712P83,83.0,0.8596737707653688,0.9151798060628853,-0.05550603529751652
20525,NYMEX:LO240717P2.5,2.5,0.006120843964946875,0.00614122254355944,-2.0378578612564695e-05
18446,NYMEX:LO240717P5,5.0,0.008039030858452152,0.00807500618476815,-3.597532631599738e-05
1633,NYMEX:LO240717P7.5,7.5,0.004199777709014908,0.004226775012129588,-2.6997303114680016e-05
17191,NYMEX:LO240717P10,10.0,0.0012772921055515156,0.0012891445308258016,-1.1852425274285969e-05
20976,NYMEX:LO240717P12.5,12.5,0.00025460144294139073,0.0002579596020174551,-3.3581590760643504e-06
10050,NYMEX:LO240717P15,15.0,3.894439521281512e-05,3.965144634496913e-05,-7.070511321540039e-07
18569,NYMEX:LO240717P15.5,15.5,2.6559781695840708e-05,2.7070961711581485e-05,-5.111800157407772e-07
14598,NYMEX:LO240717P16,16.0,1.820584929123698e-05,1.8576468507518394e-05,-3.7061921628141455e-07
12983,NYMEX:LO240717P16.5,16.5,1.2591486915219463e-05,1.2861950882493888e-05,-2.7046396727442474e-07
16892,NYMEX:LO240717P17,17.0,8.82281078759996e-06,9.02225735578036e-06,-1.994465681803999e-07
398,NYMEX:LO240717P17.5,17.5,6.29025067925632e-06,6.439486129561271e-06,-1.4923545030495117e-07
8113,NYMEX:LO240717P18,18.0,4.583248352113228e-06,4.69703390856099e-06,-1.1378555644776214e-07
13308,NYMEX:LO240717P18.5,18.5,3.4279836975963405e-06,3.5167645444218483e-06,-8.87808468255078e-08
8785,NYMEX:LO240717P19,19.0,2.6432068034094004e-06,2.714389179831352e-06,-7.118237642195144e-08
2291,NYMEX:LO240717P19.5,19.5,2.109670467487332e-06,2.1685486070685897e-06,-5.8878139581257706e-08
16996,NYMEX:LO240717P20,20.0,1.7494182083875503e-06,1.7998401342075515e-06,-5.0421925820001154e-08
1957,NYMEX:LO240717P20.5,20.5,1.5120207254943307e-06,1.5568661087474318e-06,-4.484538325310103e-08
2522,NYMEX:LO240717P21,21.0,1.3656225684202357e-06,1.4071506831725973e-06,-4.1528114752361626e-08
6710,NYMEX:LO240717P21.5,21.5,1.2913002779310754e-06,1.331413516671705e-06,-4.0113238740629515e-08
7750,NYMEX:LO240717P22,22.0,1.279736735068174e-06,1.3201960837894042e-06,-4.045934872123013e-08
4574,NYMEX:LO240717P22.5,22.5,1.3296056458720399e-06,1.3722293130113215e-06,-4.262366713928166e-08
20386,NYMEX:LO240717P23,23.0,1.4473693299643554e-06,1.494244626484158e-06,-4.6875296519802616e-08
3306,NYMEX:LO240717P23.5,23.5,1.6484610321944242e-06,1.702203046826732e-06,-5.3742014632307716e-08
14897,NYMEX:LO240717P24,24.0,1.960090190239156e-06,2.024189632000705e-06,-6.409944176154904e-08
14804,NYMEX:LO240717P24.5,24.5,2.42621745879047e-06,2.5055356199198893e-06,-7.931816112941938e-08
13585,NYMEX:LO240717P25,25.0,3.1156400718608833e-06,3.2171331455220954e-06,-1.014930736612121e-07
9283,NYMEX:LO240717P25.5,25.5,4.13465271198514e-06,4.268443095565055e-06,-1.3379038357991501e-07
1540,NYMEX:LO240717P26,26.0,5.646445404619782e-06,5.82740665192723e-06,-1.8096124730744773e-07
13340,NYMEX:LO240717P26.5,26.5,7.90029157223828e-06,8.150378194807524e-06,-2.500866225692446e-07
5138,NYMEX:LO240717P27,27.0,1.1274649199619492e-05,1.162628248956159e-05,-3.5163328994209895e-07
15523,NYMEX:LO240717P27.5,27.5,1.6339454574142143e-05,1.684036717542633e-05,-5.009126012841863e-07
130,NYMEX:LO240717P28,28.0,2.3943924739317846e-05,2.4663959975378406e-05,-7.200352360605597e-07
18787,NYMEX:LO240717P28.5,28.5,3.533674433494054e-05,3.637718340198245e-05,-1.04043906704191e-06
5489,NYMEX:LO240717P29,29.0,5.232507624850348e-05,5.383110041101917e-05,-1.5060241625156862e-06
2763,NYMEX:LO240717P29.5,29.5,7.74767641351919e-05,7.965361549270465e-05,-2.176851357512741e-06
13940,NYMEX:LO240717P30,30.0,0.00011436574290392236,0.00011749898870195365,-3.133245798031287e-06
12840,NYMEX:LO240717P30.5,30.5,0.00016785358243086475,0.0001723335822716924,-4.47999984082764e-06
603,NYMEX:LO240717P31,31.0,0.00024439023380377683,0.00025074044088169113,-6.350207077914297e-06
16439,NYMEX:LO240717P31.5,31.5,0.000352305063691858,0.0003612131721256069,-8.908108433748868e-06
2573,NYMEX:LO240717P32,32.0,0.000502046579716503,0.0005143968067023816,-1.2350226985878609e-05
10960,NYMEX:LO240717P32.5,32.5,0.0007063180259585227,0.0007232220712023968,-1.6904045243874063e-05
14983,NYMEX:LO240717P33,33.0,0.0009800488560498272,0.0010028724188849837,-2.282356283515646e-05
13943,NYMEX:LO240717P33.5,33.5,0.0013401415055581713,0.0013705227775852606,-3.0381272027089337e-05
9286,NYMEX:LO240717P34,34.0,0.0018049407759005015,0.0018447971648230042,-3.9856388922502716e-05
21522,NYMEX:LO240717P34.5,34.5,0.002393390239092852,0.0024449097826104013,-5.1519543517549414e-05
1539,NYMEX:LCE240717P35,35.0,0.005300596291356943,0.005390197412484782,-8.960112112783858e-05
5713,NYMEX:LO240717P35,35.0,0.003123865651376581,0.0031894801624504977,-6.561451107391656e-05
19485,NYMEX:LO240717P35.5,35.5,0.004012707264059993,0.004095045169116417,-8.233790505642394e-05
12674,NYMEX:LO240717P36,36.0,0.005072507883413138,0.00517432588362995,-0.00010181800021681186
9498,NYMEX:LO240717P36.5,36.5,0.006310247766771818,0.006434341749047287,-0.00012409398227546976
18296,NYMEX:LO240717P37,37.0,0.007725397272588322,0.007874494191893233,-0.0001490969193049113
13779,NYMEX:LO240717P37.5,37.5,0.009308130621545382,0.00948476425460245,-0.00017663363305706753
15809,NYMEX:LCE240717P37.5,37.5,0.011995249897642224,0.012185939365074108,-0.00019068946743188396
6051,NYMEX:LO240717P38,38.0,0.011040401229798436,0.011246815181660551,-0.00020641395186211595
19699,NYMEX:LO240717P38.5,38.5,0.01290554310020578,0.013143742540273812,-0.00023819944006803206
19892,NYMEX:LO240717P39,39.0,0.014885381057526514,0.015157132549922988,-0.0002717514923964732
20964,NYMEX:LO240717P39.5,39.5,0.016958846877914047,0.017265654094470027,-0.0003068072165559807
12092,NYMEX:LO240717P40,40.0,0.01910256589103873,0.019445651429220525,-0.0003430855381817942
17721,NYMEX:LCE240717P40,40.0,0.020022289606689225,0.020335608401478012,-0.0003133187947887868
17213,NYMEX:LO240717P40.5,40.5,0.021291467972141126,0.021671760828002748,-0.000380292855861622
7291,NYMEX:LO240717P41,41.0,0.023499401099228434,0.02391752927343435,-0.0004181281742059173
12855,NYMEX:LO240717P41.5,41.5,0.02569972950580407,0.02615601719377178,-0.00045628768796771024
14535,NYMEX:LO240717P42,42.0,0.02786590214414042,0.02836037096733467,-0.0004944688231942503
1660,NYMEX:LCE240717P42.5,42.5,0.026926628147006082,0.027358197753908943,-0.000431569606902861
12126,NYMEX:LO240717P42.5,42.5,0.02997198053775213,0.030504354301908763,-0.000532373764156633
14009,NYMEX:LO240717P43,43.0,0.03199311806630095,0.03256283057552611,-0.0005697125092251551
7481,NYMEX:LO240717P43.5,43.5,0.033905985265064054,0.0345121907718111,-0.0006062055067470457
18235,NYMEX:LO240717P44,44.0,0.03568913784247113,0.03633072376746648,-0.0006415859249953512
20713,NYMEX:LO240717P44.5,44.5,0.03732332585296205,0.03799892746254035,-0.0006756016095782955
7096,NYMEX:LO240717P45,45.0,0.03879174385049883,0.03949976062904238,-0.0007080167785435548
19268,NYMEX:LCE240717P45,45.0,0.030730717946425568,0.031252983628842525,-0.0005222656824169572
21544,NYMEX:LO240717P45.5,45.5,0.040080222937861454,0.040818836438397225,-0.0007386135005357716
6353,NYMEX:LO240717P46,46.0,0.0411773664665267,0.04194455946191421,-0.0007671929953875084
12120,NYMEX:LO240717P46.5,46.5,0.0420746317774357,0.04286820856746371,-0.0007935767900280125
8870,NYMEX:LO240717P47,47.0,0.04276636084654284,0.04358396860230255,-0.0008176077557597097
5117,NYMEX:LCE240717P47.5,47.5,0.03072588588144609,0.03129660326281761,-0.0005707173813715161
8694,NYMEX:LO240717P47.5,47.5,0.04324976304814254,0.04408891409436077,-0.000839151046218227
10754,NYMEX:LO240717P48,48.0,0.043524853506009986,0.044382948454678744,-0.0008580949486687584
3368,NYMEX:LO240717P48.5,48.5,0.04359435069481721,0.04446870234986587,-0.0008743516550486635
13782,NYMEX:LO240717P49,49.0,0.043463537104624916,0.04435139505790017,-0.0008878579532752562
21878,NYMEX:LO240717P49.5,49.5,0.04314008690769644,0.04403866274167467,-0.0008985758339782324
7534,NYMEX:LCE240717P50,50.0,0.027541820438020115,0.02811555241731117,-0.0005737319792910554
9696,NYMEX:LO240717P50,50.0,0.04263386468316521,0.04354035768630686,-0.0009064930031416479
10045,NYMEX:LO240717P50.5,50.5,0.0419566993713949,0.04286832265854577,-0.0009116232871508659
19767,NYMEX:LO240717P51,51.0,0.04112213775241269,0.042036144666131495,-0.0009140069137188039
9234,NYMEX:LO240717P51.5,51.5,0.04014518187465088,0.041058892524891095,-0.000913710650240214
3024,NYMEX:LO240717P52,52.0,0.03904201500116511,0.03995284278165524,-0.0009108277804901338
11028,NYMEX:LO240717P52.5,52.5,0.03782972078726776,0.03873519868889403,-0.0009054779016262685
18805,NYMEX:LCE240717P52.5,52.5,0.022670396094619072,0.02321086666606614,-0.000540470571447068
13900,NYMEX:LO240717P53,53.0,0.03652600055032662,0.037423807076689734,-0.0008978065263631138
2691,NYMEX:LO240717P53.5,53.5,0.03514889363095697,0.03603687811139729,-0.0008879844804403209
15302,NYMEX:LO240717P54,54.0,0.03371650596510589,0.034592713058516515,-0.0008762070934106234
20157,NYMEX:LO240717P54.5,54.5,0.03224675207749372,0.03310944526935643,-0.000862693191862704
5688,NYMEX:LCE240717P55,55.0,0.017780224880773077,0.018271310339670662,-0.0004910854588975853
17581,NYMEX:LO240717P55,55.0,0.030757115757843678,0.03160479967668066,-0.0008476839188369806
18124,NYMEX:LO240717P55.5,55.5,0.029264434683398677,0.030095876105402833,-0.000831441422004156
4615,NYMEX:LO240717P56,56.0,0.02778471419970796,0.028598961676265418,-0.0008142474765574573
7392,NYMEX:LO240717P56.5,56.5,0.026332975368914935,0.027129377506382064,-0.0007964021374671296
20728,NYMEX:LO240717P57,57.0,0.024923142254221764,0.02570136480454375,-0.0007782225503219845
15756,NYMEX:LO240717P57.5,57.5,0.023567973260014086,0.024328015351479656,-0.0007600420914655702
21010,NYMEX:LCE240717P57.5,57.5,0.01419989907402941,0.014654100220673153,-0.0004542011466437436
15815,NYMEX:LO240717P58,58.0,0.022279041240391873,0.023021251298057877,-0.000742210057666004
10515,NYMEX:LO240717P58.5,58.5,0.02106676710499894,0.021791859290065815,-0.0007250921850668751
18553,NYMEX:LO240717P59,59.0,0.019940511909169623,0.020649584258450263,-0.0007090723492806407
1059,NYMEX:LCE240717P59.5,59.5,0.01294656190545218,0.013406147501365182,-0.00045958559591300144
15329,NYMEX:LO240717P59.5,59.5,0.018908733085094054,0.019603288972477647,-0.0006945558873835932
240,NYMEX:LCE240717P60,60.0,0.012926115915843972,0.013395463974165198,-0.00046934805832122596
9181,NYMEX:LO240717P60,60.0,0.01797921178709483,0.018661186881306326,-0.0006819750942114976
9891,NYMEX:LO240717P60.5,60.5,0.017159360607987506,0.01783115819652557,-0.0006717975885380638
14517,NYMEX:LCE240717P60.5,60.5,0.012942920239135292,0.01342350341177604,-0.0004805831726407486
643,NYMEX:LCE240717P61,61.0,0.01295199072187364,0.013444000771841382,-0.0004920100499677411
14718,NYMEX:LO240717P61,61.0,0.01645662460846098,0.017121163040164943,-0.0006645384317039635
2319,NYMEX:LCE240717P61.5,61.5,0.012963506909365319,0.013467464817595906,-0.0005039579082305873
4942,NYMEX:LO240717P61.5,61.5,0.01587899427052397,0.01653977139926048,-0.0006607771287365088
7465,NYMEX:LCE240717P62,62.0,0.01297033719660795,0.013486568519492622,-0.0005162313228846711
14597,NYMEX:LO240717P62,62.0,0.015435657421940863,0.016096838393722866,-0.0006611809717820029
14011,NYMEX:LO240717P62.5,62.5,0.01513782942869818,0.015804366053357086,-0.0006665366246589068
14398,NYMEX:LCE240717P62.5,62.5,0.013005740000778254,0.013535682616920215,-0.0005299426161419606
8505,NYMEX:LO240717P63,63.0,0.014999818410297405,0.015677610836380217,-0.0006777924260828114
15202,NYMEX:LCE240717P63,63.0,0.013098998694464958,0.01364517359413616,-0.0005461748996712021
6318,NYMEX:LCE240717P63.5,63.5,0.013253253181065294,0.013818462099131103,-0.0005652089180658085
12177,NYMEX:LO240717P63.5,63.5,0.014999673726721674,0.015694278838932565,-0.0006946051122108908
3717,NYMEX:LCE240717P64,64.0,0.01347172666739438,0.014059072960231634,-0.0005873462928372552
16338,NYMEX:LO240717P64,64.0,0.014999958411059278,0.01571212946205117,-0.0007121710509918923
4217,NYMEX:LCE240717P64.5,64.5,0.01375848384340439,0.01437142185227307,-0.0006129380088686805
6602,NYMEX:LO240717P64.5,64.5,0.014999823741650709,0.01573033483433605,-0.0007305110926853417
8650,NYMEX:LO240717P65,65.0,0.014999855108927984,0.015749560439481492,-0.000749705330553508
10906,NYMEX:LCE240717P65,65.0,0.014118533940766065,0.014760926493454377,-0.0006423925526883121
7667,NYMEX:LCE240717P65.5,65.5,0.014557954176926402,0.01523413969392494,-0.0006761855169985388
15238,NYMEX:LO240717P65.5,65.5,0.015000695513838092,0.01577053999140938,-0.0007698444775712868
13441,NYMEX:LO240717P66,66.0,0.014999883051617646,0.01579078120710372,-0.0007908981554860736
21910,NYMEX:LCE240717P66,66.0,0.015084037283048302,0.015798908240848602,-0.0007148709578003003
1545,NYMEX:LCE240717P66.5,66.5,0.01570546756469582,0.01646456241447665,-0.0007590948497808309
18676,NYMEX:LO240717P66.5,66.5,0.014999591158505354,0.015812624120724292,-0.0008130329622189382
2393,NYMEX:LO240717P67,67.0,0.015000555268634308,0.015836925496986745,-0.0008363702283524371
11661,NYMEX:LCE240717P67,67.0,0.016432530865744255,0.017242141924150443,-0.0008096110584061879
3194,NYMEX:LCE240717P67.5,67.5,0.017277364942143048,0.01814466527882354,-0.0008673003366804939
4746,NYMEX:LO240717P67.5,67.5,0.015000179592785545,0.01586107249687967,-0.0008608929040941245
